world_x,world_y,world_heading,world_vx,world_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake,world_z,world_vz,pitch
-69.8426513671875,-190.0424346923828,0.07643996179103851,31.555267333984375,2.0161167412879877e-05,-0.07640335459672802,0.0004685626190621406,0.0,0.0,False,0.0,8.230725288391113,-3.841844081878662,-6.991456508636475
-69.68560791015625,-190.0424346923828,0.07639356702566147,31.411760330200195,-0.00011636719136731699,-0.0766058234821294,-0.009341847151517868,-0.6756925582885742,0.0,False,0.00011926616571145132,8.211615562438965,-3.8278329372406006,-6.994721412658691
-69.52926635742188,-190.0424346923828,0.07616156339645386,31.275226593017578,-0.0009124212665483356,-0.07783310644797696,-0.045617442578077316,-0.9999986886978149,0.0,False,0.00011926616571145132,8.19260311126709,-3.8144185543060303,-7.001373767852783
-69.37352752685547,-190.04244995117188,0.07547279447317123,31.156538009643555,-0.003117677289992571,-0.08120609353062308,-0.1348118931055069,-0.9999986886978149,0.0,False,0.00011926616571145132,8.173662185668945,-3.8046858310699463,-7.010594367980957
-69.21826171875,-190.04248046875,0.07391040772199631,31.062965393066406,-0.0075698718428611755,-0.08787307013934133,-0.30540239810943604,-0.9999986886978149,0.0,False,0.00011926616571145132,8.154739379882812,-3.8024375438690186,-7.020539283752441
-69.06336975097656,-190.04254150390625,0.07093359529972076,30.98991584777832,-0.014864481054246426,-0.09841582429089835,-0.5816584825515747,-0.9999986886978149,0.0,False,0.00011926616571145132,8.135823249816895,-3.8022351264953613,-7.031071662902832
-68.90873718261719,-190.04261779785156,0.06596431881189346,30.937883377075195,-0.02523120306432247,-0.11269153377677119,-0.9710332155227661,-0.9999986886978149,0.0,False,0.00011926616571145132,8.116901397705078,-3.8041741847991943,-7.042088508605957
-68.75426483154297,-190.04275512695312,0.05846090614795685,30.904022216796875,-0.038520317524671555,-0.12987719174339385,-1.46660315990448,-0.9999986886978149,0.0,False,0.00011926616571145132,8.0979642868042,-3.807875394821167,-7.053494930267334
-68.59990692138672,-190.04293823242188,0.04795511066913605,30.883689880371094,-0.05439067631959915,-0.14886121962568635,-2.053647756576538,-0.9999986886978149,0.0,False,0.00011926616571145132,8.079005241394043,-3.812810182571411,-7.065242767333984
-68.59990692138672,-190.04293823242188,0.04795511066913605,30.883689880371094,-0.05439067631959915,-0.14886121962568635,-2.7209315299987793,-0.9999986886978149,0.0,False,0.00011926616571145132,8.079005241394043,-3.812810182571411,-7.065242767333984
-68.29132843017578,-190.0435333251953,0.016344141215085983,30.865966796875,-0.09290263056755066,-0.18879662255929222,-3.4608657360076904,-0.9999986886978149,0.0,False,0.00011926616571145132,8.041009902954102,-3.8242177963256836,-7.089442253112793
-68.29132843017578,-190.0435333251953,0.016344141215085983,30.865966796875,-0.09290263056755066,-0.18879662255929222,-4.268462657928467,-0.9999986886978149,0.0,False,0.00011926616571145132,8.041009902954102,-3.8242177963256836,-7.089442253112793
-67.98284149169922,-190.04444885253906,-0.0317382849752903,30.860475540161133,-0.13969376683235168,-0.22761638980227722,-5.140588283538818,-0.9999986886978149,0.0,False,0.00011926616571145132,8.002907752990723,-3.8354978561401367,-7.11444091796875
-67.82860565185547,-190.04502868652344,-0.0627746433019638,30.858932495117188,-0.16603593528270721,-0.24550130051541674,-6.07332181930542,-0.9999986886978149,0.0,False,0.00011926616571145132,7.983819484710693,-3.840742349624634,-7.127199649810791
-67.67438507080078,-190.04571533203125,-0.0988769456744194,30.85743522644043,-0.19431640207767487,-0.2619230522557821,-7.065602779388428,-0.9999986886978149,0.0,False,0.00011926616571145132,7.964706897735596,-3.84562087059021,-7.140074253082275
-67.5201644897461,-190.04649353027344,-0.1403197944164276,30.855697631835938,-0.2244999259710312,-0.27654555875711445,-8.113994598388672,-0.9999986886978149,0.0,False,0.00011926616571145132,7.945568084716797,-3.8507890701293945,-7.152826309204102
-67.36595916748047,-190.04742431640625,-0.1874084770679474,30.85323143005371,-0.2564953863620758,-0.288903528955454,-9.220705032348633,-0.9999986886978149,0.0,False,0.00011926616571145132,7.926382064819336,-3.858246326446533,-7.164581298828125
-67.21175384521484,-190.04843139648438,-0.2404174655675888,30.850284576416016,-0.29031434655189514,-0.2987443618204243,-10.37890338897705,-0.9999986886978149,0.0,False,0.00011926616571145132,7.907153129577637,-3.8651630878448486,-7.175352573394775
-67.21175384521484,-190.04843139648438,-0.2404174655675888,30.850284576416016,-0.29031434655189514,-0.2987443618204243,-11.585771560668945,-0.9999986886978149,0.0,False,0.00011926616571145132,7.907153129577637,-3.8651630878448486,-7.175352573394775
-66.90338897705078,-190.05087280273438,-0.3651122748851776,30.842702865600586,-0.36336034536361694,-0.3098626525396011,-12.84024715423584,-0.9999986886978149,0.0,False,0.00011926616571145132,7.8685784339904785,-3.8774755001068115,-7.19423770904541
-66.90338897705078,-190.05087280273438,-0.3651122748851776,30.842702865600586,-0.36336034536361694,-0.3098626525396011,-14.139266014099121,-0.9999986886978149,0.0,False,0.00011926616571145132,7.8685784339904785,-3.8774755001068115,-7.19423770904541
-66.7492446899414,-190.05230712890625,-0.43728628754615784,30.837974548339844,-0.4025699198246002,-0.31063077212442314,-15.481377601623535,-0.9999986886978149,0.0,False,0.00011926616571145132,7.84923791885376,-3.8828847408294678,-7.202447891235352
-66.44100189208984,-190.0556182861328,-0.602325439453125,30.826446533203125,-0.48632726073265076,-0.3015149714212483,-16.863819122314453,-0.9999986886978149,0.0,False,0.00011926616571145132,7.810466289520264,-3.89225435256958,-7.2166748046875
