world_x,world_y,world_heading,world_vx,world_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake,world_z,world_vz,pitch
-69.8426513671875,-190.0424346923828,0.07644012570381165,31.55536460876465,2.6752808480523527e-05,-0.07639155003260455,0.0004948482965119183,0.0,0.0,False,0.0,8.269323348999023,3.8777565956115723,-6.991456508636475
-69.68463134765625,-190.0424346923828,0.07643377780914307,31.607526779174805,-0.00013088222476653755,-0.07667103139575723,-0.0013999579241499305,-0.7821050882339478,0.0,False,0.00011926616571145132,8.285836219787598,3.2970521450042725,-6.994448184967041
-69.52648162841797,-190.0424346923828,0.07642115652561188,31.57267189025879,-0.00015708339924458414,-0.07670622000834441,-0.0028112593572586775,-0.08186656981706619,0.0,False,0.00011926616571145132,8.300663948059082,3.0705337524414062,-6.936029434204102
-69.36833953857422,-190.0424346923828,0.0764085054397583,31.57107925415039,-0.00015921134036034346,-0.07669744512977514,-0.0028112593572586775,-0.0492229126393795,0.0,False,0.00011926616571145132,8.315247535705566,3.0217278003692627,-6.877590179443359
-69.36833953857422,-190.0424346923828,0.0764085054397583,31.57107925415039,-0.00015921134036034346,-0.07669744512977514,-0.0028112593572586775,-0.0492229126393795,0.0,False,0.00011926616571145132,8.315247535705566,3.0217278003692627,-6.877590179443359
-69.05207061767578,-190.0424346923828,0.07638321071863174,31.567882537841797,-0.00016347155906260014,-0.07667991197483412,-0.0028112593572586775,0.009300018660724163,0.0,False,0.00011926616571145132,8.343684196472168,2.9241116046905518,-6.760712146759033
-68.89395141601562,-190.0424346923828,0.07637057453393936,31.5662841796875,-0.00016560380754526705,-0.0766711610454699,-0.0028112593572586775,0.04249761253595352,0.0,False,0.00011926616571145132,8.357537269592285,2.8753011226654053,-6.702266216278076
-68.73583984375,-190.0424346923828,0.0763578787446022,31.564682006835938,-0.00016773745301179588,-0.07666235347752294,-0.0028112593572586775,0.07530687004327774,0.0,False,0.00011926616571145132,8.371146202087402,2.826489210128784,-6.643826961517334
-68.5777359008789,-190.0424346923828,0.07634515315294266,31.563079833984375,-0.00016987245180644095,-0.07665351895866086,-0.0028112593572586775,0.1109948679804802,0.0,False,0.00011926616571145132,8.384511947631836,2.7776756286621094,-6.58538818359375
-68.41963958740234,-190.0424346923828,0.07633250206708908,31.56147575378418,-0.0001720088184811175,-0.0766447618427341,-0.0028112593572586775,0.1376718282699585,0.0,False,0.00011926616571145132,8.39763355255127,2.728861093521118,-6.526942253112793
-68.26154327392578,-190.0424346923828,0.07631974667310715,31.559871673583984,-0.0001741465093800798,-0.0766359032185935,-0.0028112593572586775,0.1594262272119522,0.0,False,0.00011926616571145132,8.410511016845703,2.6800448894500732,-6.468502998352051
-68.10346221923828,-190.0424346923828,0.07630706578493118,31.558265686035156,-0.0001762855245033279,-0.07662712191994418,-0.0028112593572586775,0.18073469400405884,0.0,False,0.00011926616571145132,8.423145294189453,2.6312270164489746,-6.410063743591309
-67.94538879394531,-190.0424346923828,0.07629431784152985,31.556659698486328,-0.00017842583474703133,-0.0766182763144694,-0.0028112593572586775,0.19771645963191986,0.0,False,0.00011926616571145132,8.435535430908203,2.5824077129364014,-6.351617813110352
-67.78732299804688,-190.0424346923828,0.0762815922498703,31.555049896240234,-0.00018056741100735962,-0.07660945579634644,-0.0028112593572586775,0.2140064388513565,0.0,False,0.00011926616571145132,8.447681427001953,2.5335869789123535,-6.293212890625
-67.62926483154297,-190.0424346923828,0.07626885175704956,31.553442001342773,-0.00018271022418048233,-0.07660062300149473,-0.0028112593572586775,0.2259676605463028,0.0,False,0.00011926616571145132,8.45958423614502,2.484764575958252,-6.234766960144043
-67.47120666503906,-190.0424346923828,0.07625606656074524,31.551830291748047,-0.00018485428881831467,-0.07659174821458675,-0.0028112593572586775,0.23151661455631256,0.0,False,0.00011926616571145132,8.471242904663086,2.4359405040740967,-6.176328182220459
-67.31316375732422,-190.0424346923828,0.07624330371618271,31.55021858215332,-0.00018699954671319574,-0.07658289834591567,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.482657432556152,2.387115001678467,-6.117888927459717
-67.1551284790039,-190.0424346923828,0.07623052597045898,31.54860496520996,-0.00018914599786512554,-0.07657403616373958,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.493827819824219,2.338287830352783,-6.059449672698975
-66.9970932006836,-190.0424346923828,0.07621773332357407,31.5469913482666,-0.00019129362772218883,-0.07656516162173081,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.504755020141602,2.289459228515625,-6.001010894775391
-66.83907318115234,-190.0424346923828,0.07620491087436676,31.54537582397461,-0.00019344240718055516,-0.07655625978750079,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.5154390335083,2.240629196166992,-5.942564964294434
-66.68106079101562,-190.0424346923828,0.07619211822748184,31.543758392333984,-0.00019559230713639408,-0.07654739021392724,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.525877952575684,2.1917974948883057,-5.884119033813477
-66.5230484008789,-190.0424346923828,0.07617925852537155,31.54214096069336,-0.00019774329848587513,-0.07653845596996502,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.536073684692383,2.1429643630981445,-5.825679779052734
-66.36505126953125,-190.0424346923828,0.07616641372442245,31.5405216217041,-0.0001998953812289983,-0.07652953903432683,-0.0028112593572586775,0.23283016681671143,0.0,False,0.00011926616571145132,8.546025276184082,2.0941295623779297,-5.767268180847168
